"location","source","target","ID","fuzzy","context","translator_comments","developer_comments"
"src-en/data/events_separatist.xml:91","data/events_separatist.xml$/FTL/event[@name=""HARMONY_LINK_SEPARATIST""]/choice[1]/event/choice[3]/text","Decline.","data/events_separatist.xml$/FTL/event[@name=""HARMONY_LINK_SEPARATIST""]/choice[1]/event/choice[3]/text","","","",""
"src-en/data/events_separatist.xml:97","data/events_separatist.xml$/FTL/event[@name=""HARMONY_LINK_SEPARATIST""]/choice[2]/text","Take advantage of this situation and attack!","data/events_separatist.xml$/FTL/event[@name=""HARMONY_LINK_SEPARATIST""]/choice[2]/text","","","",""
"src-en/data/events_separatist.xml:99","data/events_separatist.xml$/FTL/event[@name=""HARMONY_LINK_SEPARATIST""]/choice[2]/event/text","The Separatists speak no words, but evidently won't go down without a fight!","data/events_separatist.xml$/FTL/event[@name=""HARMONY_LINK_SEPARATIST""]/choice[2]/event/text","","","",""
"src-en/data/events_separatist.xml:102","data/events_separatist.xml$/FTL/event[@name=""HARMONY_LINK_SEPARATIST""]/choice[2]/event/choice/text","Continue...","data/events_separatist.xml$/FTL/event[@name=""HARMONY_LINK_SEPARATIST""]/choice[2]/event/choice/text","","","",""
"src-en/data/events_separatist.xml:108","data/events_separatist.xml$/FTL/event[@name=""HARMONY_LINK_SEPARATIST""]/choice[3]/text","Ignore the Engi.","data/events_separatist.xml$/FTL/event[@name=""HARMONY_LINK_SEPARATIST""]/choice[3]/text","","","",""
"src-en/data/events_separatist.xml:110","data/events_separatist.xml$/FTL/event[@name=""HARMONY_LINK_SEPARATIST""]/choice[3]/event/text","If they're no threat to you, then you'll be no threat to them.","data/events_separatist.xml$/FTL/event[@name=""HARMONY_LINK_SEPARATIST""]/choice[3]/event/text","","","",""
"src-en/data/events_separatist.xml:112","data/events_separatist.xml$/FTL/event[@name=""HARMONY_LINK_SEPARATIST""]/choice[3]/event/choice[1]/text","Do something onboard the ship.","data/events_separatist.xml$/FTL/event[@name=""HARMONY_LINK_SEPARATIST""]/choice[3]/event/choice[1]/text","","","",""
"src-en/data/events_separatist.xml:116","data/events_separatist.xml$/FTL/event[@name=""HARMONY_LINK_SEPARATIST""]/choice[3]/event/choice[2]/text","Do nothing.","data/events_separatist.xml$/FTL/event[@name=""HARMONY_LINK_SEPARATIST""]/choice[3]/event/choice[2]/text","","","",""
"src-en/data/events_separatist.xml:138","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_WORTHLESS_JUNK""]/text","You catch the two Separatists on the nearby ship squabbling over something about an augment. You hail them. ""Yes, greetings. We have obtained object. Object's purpose is unknown, and our desire to keep it is 0. Please take this [worthless junk] off of our hands.""","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_WORTHLESS_JUNK""]/text","","","",""
"src-en/data/events_separatist.xml:143","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/text","A small Separatist vendor nearby is advertising to passing ships some kind of miracle concoction it claims can solve anyone's problems. Sounds incredulous, but would it hurt to check it out?","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/text","","","",""
"src-en/data/events_separatist.xml:145","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/choice[1]/text","Investigate the vendor.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/choice[1]/text","","","",""
"src-en/data/events_separatist.xml:147","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/choice[1]/event/text","""Welcome, welcome, [valued] customer! Might I interest you in the -exotic-, delightful, and positively splenerific taste of F.D.P.T.W.T.F.M.C.E.? You won't regret it!""","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/choice[1]/event/text","","","",""
"src-en/data/events_separatist.xml:149","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/choice[1]/event/choice[1]/text","What?","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/choice[1]/event/choice[1]/text","","","",""
"src-en/data/events_separatist.xml:151","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/choice[1]/event/choice[1]/event/text","""Have you never heard of [Frozen Dairy Product Topped With Terran Fruit and Melted Coco Extract]? I am told it is -all- the rage in the Union. I recommend a purchase. It will make your crew happier.""","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/choice[1]/event/choice[1]/event/text","","","",""
"src-en/data/events_separatist.xml:153","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/choice[1]/event/choice[1]/event/choice/text","Buy the F.D.P.T.W.T.F.M.C.E.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/choice[1]/event/choice[1]/event/choice/text","","","",""
"src-en/data/events_separatist.xml:155","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/choice[1]/event/choice[1]/event/choice/event/text","""Thank you for your [purchase] Renegade! I hope to have more flavors in the -future-!""","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/choice[1]/event/choice[1]/event/choice/event/text","","","",""
"src-en/data/events_separatist.xml:162","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/choice[1]/event/choice[2]/text","That sounds like it'll kill us. No thanks.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/choice[1]/event/choice[2]/text","","","",""
"src-en/data/events_separatist.xml:164","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/choice[1]/event/choice[2]/event/text","The Separatist frowns but says nothing more. You brush past them and move on.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/choice[1]/event/choice[2]/event/text","","","",""
"src-en/data/events_separatist.xml:170","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/choice[2]/text","Ignore the Engi.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/choice[2]/text","","","",""
"src-en/data/events_separatist.xml:172","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/choice[2]/event/text","Their promises are clearly fabricated. You don't have time to waste on dissapointing yourself, better to get a move on.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/choice[2]/event/text","","","",""
"src-en/data/events_separatist.xml:174","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/choice[2]/event/choice[1]/text","Do something onboard the ship.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/choice[2]/event/choice[1]/text","","","",""
"src-en/data/events_separatist.xml:178","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/choice[2]/event/choice[2]/text","Do nothing.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_ICECREAM""]/choice[2]/event/choice[2]/text","","","",""
"src-en/data/events_separatist.xml:186","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_TRAP_SCAN""]/text","A neighboring Separatist ship hails you soon after you jump in. ""You are in [luck] captain of Federation vessel. I am in possession of an expansive data suite, including a map of this sector. Would you like to download?""","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_TRAP_SCAN""]/text","","","",""
"src-en/data/events_separatist.xml:188","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_TRAP_SCAN""]/choice[1]/text","Download the data.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_TRAP_SCAN""]/choice[1]/text","","","",""
"src-en/data/events_separatist.xml:192","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_TRAP_SCAN""]/choice[2]/text","No thanks.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_TRAP_SCAN""]/choice[2]/text","","","",""
"src-en/data/events_separatist.xml:194","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_TRAP_SCAN""]/choice[2]/event/text","""I see you have no interest in taking avantage of great [opportunities]"".","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_TRAP_SCAN""]/choice[2]/event/text","","","",""
"src-en/data/events_separatist.xml:196","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_TRAP_SCAN""]/choice[2]/event/choice[1]/text","Do something onboard the ship.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_TRAP_SCAN""]/choice[2]/event/choice[1]/text","","","",""
"src-en/data/events_separatist.xml:200","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_TRAP_SCAN""]/choice[2]/event/choice[2]/text","Do nothing.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_TRAP_SCAN""]/choice[2]/event/choice[2]/text","","","",""
"src-en/data/events_separatist.xml:208","data/events_separatist.xml$/FTL/eventList[@name=""SEPERATIST_TRAP_SCAN_ACCEPT""]/event[1]/text","You begin the transfer of the information. You watch as the data loads. Most of it is random junk, such as a recipe for fish shaped ethyl benzene cake and an article on the importance of honesty. At last, you see the map data downloading. You thank the Separatist, who nods, and jumps away once the transfer is complete.","data/events_separatist.xml$/FTL/eventList[@name=""SEPERATIST_TRAP_SCAN_ACCEPT""]/event[1]/text","","","",""
"src-en/data/events_separatist.xml:212","data/events_separatist.xml$/FTL/eventList[@name=""SEPERATIST_TRAP_SCAN_ACCEPT""]/event[2]/text","You begin the transfer of the information. You watch as the data loads. Most of it is random junk, such as a recipe for fish shaped ethyl benzene cake and an article on the importance of honesty. However before the map data begins to download, an error occurs, and your computer shuts down. You wait but it stays offline, and you realize you've been tricked! The Separatist ship raises its weapons and moves in to attack!","data/events_separatist.xml$/FTL/eventList[@name=""SEPERATIST_TRAP_SCAN_ACCEPT""]/event[2]/text","","","",""
"src-en/data/events_separatist.xml:215","data/events_separatist.xml$/FTL/eventList[@name=""SEPERATIST_TRAP_SCAN_ACCEPT""]/event[2]/choice/text","Continue...","data/events_separatist.xml$/FTL/eventList[@name=""SEPERATIST_TRAP_SCAN_ACCEPT""]/event[2]/choice/text","","","",""
"src-en/data/events_separatist.xml:222","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_FREE_CREW""]/text","A Separatist hails you, first speaking in binary before eventually switching over to English. ""Federation. Federation. Please ignore my damaged speech processor processorsor. I have very recently recently broken free from the [Harmony], and wish to serve on a Federation vessel vessel. Will you accept accept me?""","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_FREE_CREW""]/text","","","",""
"src-en/data/events_separatist.xml:224","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_FREE_CREW""]/choice[1]/text","Welcome aboard!","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_FREE_CREW""]/choice[1]/text","","","",""
"src-en/data/events_separatist.xml:226","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_FREE_CREW""]/choice[1]/event/text","""Oh, Thank thank you captain!""","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_FREE_CREW""]/choice[1]/event/text","","","",""
"src-en/data/events_separatist.xml:231","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_FREE_CREW""]/choice[2]/text","We don't need more crew.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_FREE_CREW""]/choice[2]/text","","","",""
"src-en/data/events_separatist.xml:233","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_FREE_CREW""]/choice[2]/event/text","""Oh... I understand understand. Best of luck with your mission mission.""","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_FREE_CREW""]/choice[2]/event/text","","","",""
"src-en/data/events_separatist.xml:239","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/text","Though no ship is located at this beacon, a single Separatist Engi beams onto the bridge of your ship. He wastes no time to ask if he may scan your body, wishing to shape his form in the shape of yours.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/text","","","",""
"src-en/data/events_separatist.xml:241","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[1]/text","Allow him.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[1]/text","","","",""
"src-en/data/events_separatist.xml:245","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[2]/text","(Elite Human) Entice him with your Elite Human.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[2]/text","","","",""
"src-en/data/events_separatist.xml:249","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[3]/text","(Hive Elite) Entice him with your Elite Mantis.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[3]/text","","","",""
"src-en/data/events_separatist.xml:253","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[4]/text","(Elite Slug) Entice him with your Elite Slug.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[4]/text","","","",""
"src-en/data/events_separatist.xml:257","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[5]/text","(Peacekeeper) Entice him with your Peacekeeper.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[5]/text","","","",""
"src-en/data/events_separatist.xml:261","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[6]/text","(Elite Rock) Entice him with your Elite Rock.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[6]/text","","","",""
"src-en/data/events_separatist.xml:265","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[7]/text","(Chieftain) Entice him with your Chieftain.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[7]/text","","","",""
"src-en/data/events_separatist.xml:269","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[8]/text","(Sentinel) Entice him with your Sentinel.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[8]/text","","","",""
"src-en/data/events_separatist.xml:273","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[9]/text","(Welder) Entice him with your Welder.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[9]/text","","","",""
"src-en/data/events_separatist.xml:277","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[10]/text","(Alpha Phantom) Entice him with your Phantom Alpha.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[10]/text","","","",""
"src-en/data/events_separatist.xml:281","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[11]/text","(Alpha Mare) Entice him with your Mare Alpha.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[11]/text","","","",""
"src-en/data/events_separatist.xml:285","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[12]/text","(Alpha Goul) Entice him with your Goul Alpha.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[12]/text","","","",""
"src-en/data/events_separatist.xml:289","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[13]/text","(Alpha Wraith) Entice him with your Wraith Alpha.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[13]/text","","","",""
"src-en/data/events_separatist.xml:293","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[14]/text","(Radiant) Entice him with your Radiant.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[14]/text","","","",""
"src-en/data/events_separatist.xml:297","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[15]/text","(Martyr) Entice him with your Martyr.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[15]/text","","","",""
"src-en/data/events_separatist.xml:301","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[16]/text","(Warlord) Entice him with your Warlord.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[16]/text","","","",""
"src-en/data/events_separatist.xml:305","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[17]/text","(Ranger) Entice him with your Ranger.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[17]/text","","","",""
"src-en/data/events_separatist.xml:309","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[18]/text","(Ampere) Entice him with your Ampere.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[18]/text","","","",""
"src-en/data/events_separatist.xml:313","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[19]/text","(Technician) Entice him with your Technician.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[19]/text","","","",""
"src-en/data/events_separatist.xml:317","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[20]/text","(Engi) Encourage him to scan the Engi.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[20]/text","","","",""
"src-en/data/events_separatist.xml:319","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[20]/event/text","""You wish for me... to become identical to my current state? I fail to understand this logic. I will find someone of higher intelligence to scan.""","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[20]/event/text","","","",""
"src-en/data/events_separatist.xml:323","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[21]/text","Refuse.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[21]/text","","","",""
"src-en/data/events_separatist.xml:325","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[21]/event/text","""Undesired result. Lethal mode engaged."" 5 long knife-like appengadges appear from his body and he slices up one of the nearby crew before exploding, which rocks the entire ship!","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[21]/event/text","","","",""
"src-en/data/events_separatist.xml:329","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[21]/event/removeCrew/text","Your crew stumbles out of the Clone Bay, once again alive. From then on they'll always avoid knifes or other sharp objects as much as possible, but at least they aren't gone for good.","data/events_separatist.xml$/FTL/event[@name=""SEPERATIST_BODY_SCAN""]/choice[21]/event/removeCrew/text","","","",""
"src-en/data/events_separatist.xml:336","data/events_separatist.xml$/FTL/eventList[@name=""SEPERATIST_BODY_SCAN_ALLOW""]/event[1]/text","""Yes, you are of peak physical condition. Satisfaction 98%. I can work out the last 2%. Thank you friend. Accept this gift as gratitude."" He morphs into an exact copy of you and beams off the ship, leaving behind some droneparts.","data/events_separatist.xml$/FTL/eventList[@name=""SEPERATIST_BODY_SCAN_ALLOW""]/event[1]/text","","","",""
"src-en/data/events_separatist.xml:340","data/events_separatist.xml$/FTL/eventList[@name=""SEPERATIST_BODY_SCAN_ALLOW""]/event[2]/text","""Your body is ugly. I do not wish to take this form. Goodbye."" He beams off of the ship.","data/events_separatist.xml$/FTL/eventList[@name=""SEPERATIST_BODY_SCAN_ALLOW""]/event[2]/text","","","",""
"src-en/data/events_separatist.xml:345","data/events_separatist.xml$/FTL/eventList[@name=""SEPERATIST_BODY_SCAN_SOLDIER""]/event[1]/text","""Yes, this one will do. Satisfaction 98%. I can work out the last 2%. Thank you friend. Accept this gift as gratitude."" He morphs into an exact copy of your crew and beams off the ship, leaving behind some droneparts.","data/events_separatist.xml$/FTL/eventList[@name=""SEPERATIST_BODY_SCAN_SOLDIER""]/event[1]/text","","","",""
"src-en/data/events_separatist.xml:349","data/events_separatist.xml$/FTL/eventList[@name=""SEPERATIST_BODY_SCAN_SOLDIER""]/event[2]/text","""This form is... magnificent. I shall begin the scan, but the details must be perfect. I shall stay around longer, so that I can shape myself in their form to perfection.""","data/events_separatist.xml$/FTL/eventList[@name=""SEPERATIST_BODY_SCAN_SOLDIER""]/event[2]/text","","","",""
"src-en/data/events_separatist.xml:355","data/events_separatist.xml$/FTL/eventList[@name=""SEPERATIST_BODY_SCAN_SUZERAIN""]/event[1]/text","""Yes, this one will do. Satisfaction 98%. I can work out the last 2%. Thank you friend. Accept this gift as gratitude."" He morphs into an exact copy of your crew and beams off the ship, leaving behind some droneparts.","data/events_separatist.xml$/FTL/eventList[@name=""SEPERATIST_BODY_SCAN_SUZERAIN""]/event[1]/text","","","",""
"src-en/data/events_separatist.xml:359","data/events_separatist.xml$/FTL/eventList[@name=""SEPERATIST_BODY_SCAN_SUZERAIN""]/event[2]/text","""This form is... magnificent. I shall begin the scan, but the details must be perfect. I shall stay around longer, so that I can shape myself in their form to perfection.""","data/events_separatist.xml$/FTL/eventList[@name=""SEPERATIST_BODY_SCAN_SUZERAIN""]/event[2]/text","","","",""
"src-en/data/events_separatist.xml:365","data/events_separatist.xml$/FTL/eventList[@name=""SEPERATIST_BODY_SCAN_SABOTEUR""]/event[1]/text","""Yes, this one will do. Satisfaction 98%. I can work out the last 2%. Thank you friend. Accept this gift as gratitude."" He morphs into an exact copy of your crew and beams off the ship, leaving behind some droneparts.","data/events_separatist.xml$/FTL/eventList[@name=""SEPERATIST_BODY_SCAN_SABOTEUR""]/event[1]/text","","","",""
"src-en/data/events_separatist.xml:369","data/events_separatist.xml$/FTL/eventList[@name=""SEPERATIST_BODY_SCAN_SABOTEUR""]/event[2]/text","""This form is... magnificent. I shall begin the scan, but the details must be perfect. I shall stay around longer, so that I can shape myself in their form to perfection.""","data/events_separatist.xml$/FTL/eventList[@name=""SEPERATIST_BODY_SCAN_SABOTEUR""]/event[2]/text","","","",""
"src-en/data/events_separatist.xml:375","data/events_separatist.xml$/FTL/eventList[@name=""SEPERATIST_BODY_SCAN_PEACE""]/event[1]/text","""Yes, this one will do. Satisfaction 98%. I can work out the last 2%. Thank you friend. Accept this gift as gratitude."" He morphs into an exact copy of your crew and beams off the ship, leaving behind some droneparts.","data/events_separatist.xml$/FTL/eventList[@name=""SEPERATIST_BODY_SCAN_PEACE""]/event[1]/text","","","",""
