"location","source","target","ID","fuzzy","context","translator_comments","developer_comments"
"src-en/data/events_freemantis.xml:181","data/events_freemantis.xml$/FTL/event[@name=""FREEMANTIS_EXECUTIONER""]/choice[2]/event/text","You slip away unnoticed, but you can't help but wonder what you might have missed.","data/events_freemantis.xml$/FTL/event[@name=""FREEMANTIS_EXECUTIONER""]/choice[2]/event/text","","","",""
"src-en/data/events_freemantis.xml:183","data/events_freemantis.xml$/FTL/event[@name=""FREEMANTIS_EXECUTIONER""]/choice[2]/event/choice[1]/text","Do something onboard the ship.","data/events_freemantis.xml$/FTL/event[@name=""FREEMANTIS_EXECUTIONER""]/choice[2]/event/choice[1]/text","","","",""
"src-en/data/events_freemantis.xml:187","data/events_freemantis.xml$/FTL/event[@name=""FREEMANTIS_EXECUTIONER""]/choice[2]/event/choice[2]/text","Do nothing.","data/events_freemantis.xml$/FTL/event[@name=""FREEMANTIS_EXECUTIONER""]/choice[2]/event/choice[2]/text","","","",""
"src-en/data/events_freemantis.xml:195","data/events_freemantis.xml$/FTL/eventList[@name=""FREEMANTIS_EXECUTIONER_OFFICER""]/event[1]/text","You shake the human awake. He coughs, then stands up. ""T-thanks. I... I was working as a Federation spy, but the Free Mantis attacked the Rebel ship I was working on and killed my crew, then took me hostage. I can't thank you enough for saving my life."" You don't have time to talk further because the Mantis are already upon your ship!","data/events_freemantis.xml$/FTL/eventList[@name=""FREEMANTIS_EXECUTIONER_OFFICER""]/event[1]/text","","","",""
"src-en/data/events_freemantis.xml:200","data/events_freemantis.xml$/FTL/eventList[@name=""FREEMANTIS_EXECUTIONER_OFFICER""]/event[1]/choice/text","Continue...","data/events_freemantis.xml$/FTL/eventList[@name=""FREEMANTIS_EXECUTIONER_OFFICER""]/event[1]/choice/text","","","",""
"src-en/data/events_freemantis.xml:205","data/events_freemantis.xml$/FTL/eventList[@name=""FREEMANTIS_EXECUTIONER_OFFICER""]/event[2]/text","The Human pushes you off of him, and you notice for the first time his Rebel uniform. He thanks you reluctantly. He's too injured to fight, so you leave him and focus on the boarders.","data/events_freemantis.xml$/FTL/eventList[@name=""FREEMANTIS_EXECUTIONER_OFFICER""]/event[2]/text","","","",""
"src-en/data/events_freemantis.xml:209","data/events_freemantis.xml$/FTL/eventList[@name=""FREEMANTIS_EXECUTIONER_OFFICER""]/event[2]/choice/text","Continue...","data/events_freemantis.xml$/FTL/eventList[@name=""FREEMANTIS_EXECUTIONER_OFFICER""]/event[2]/choice/text","","","",""
"src-en/data/events_freemantis.xml:235","data/events_freemantis.xml$/FTL/eventList[@name=""FREEMANTIS_EXECUTIONER_OFFICER_REWARD_REBEL""]/event[1]/text","""In... in all my years, I've never seen anyone do what you just did, rescuing a complete stranger and putting your entire ship at risk. I... I feel ashamed for what I've done to your Federation brothers now. Please, let me serve your crew.""","data/events_freemantis.xml$/FTL/eventList[@name=""FREEMANTIS_EXECUTIONER_OFFICER_REWARD_REBEL""]/event[1]/text","","","",""
"src-en/data/events_freemantis.xml:239","data/events_freemantis.xml$/FTL/eventList[@name=""FREEMANTIS_EXECUTIONER_OFFICER_REWARD_REBEL""]/event[2]/text","The Rebel captain tries to act indifferent, but you can tell he's grateful. ""I suppose I am in your debt now. You are still my enemy, but I am an honourable man. I will give the fleet false information, it should delay them for some time.""","data/events_freemantis.xml$/FTL/eventList[@name=""FREEMANTIS_EXECUTIONER_OFFICER_REWARD_REBEL""]/event[2]/text","","","",""
"src-en/data/events_freemantis.xml:243","data/events_freemantis.xml$/FTL/eventList[@name=""FREEMANTIS_EXECUTIONER_OFFICER_REWARD_REBEL""]/event[3]/text","The Rebel captain backs away from you. ""Federation scum, this changes nothing. I don't know why you did this, but I don't care. Release me, or suffer the wrath of the Rebellion!""","data/events_freemantis.xml$/FTL/eventList[@name=""FREEMANTIS_EXECUTIONER_OFFICER_REWARD_REBEL""]/event[3]/text","","","",""
"src-en/data/events_freemantis.xml:245","data/events_freemantis.xml$/FTL/eventList[@name=""FREEMANTIS_EXECUTIONER_OFFICER_REWARD_REBEL""]/event[3]/choice[1]/text","Let him go.","data/events_freemantis.xml$/FTL/eventList[@name=""FREEMANTIS_EXECUTIONER_OFFICER_REWARD_REBEL""]/event[3]/choice[1]/text","","","",""
"src-en/data/events_freemantis.xml:247","data/events_freemantis.xml$/FTL/eventList[@name=""FREEMANTIS_EXECUTIONER_OFFICER_REWARD_REBEL""]/event[3]/choice[1]/event/text","""Excellent choice!"" Your crew call you insane, but you drop him off at the nearest station unharmed. You know he'll report your position to the fleet, but you aren't savages.","data/events_freemantis.xml$/FTL/eventList[@name=""FREEMANTIS_EXECUTIONER_OFFICER_REWARD_REBEL""]/event[3]/choice[1]/event/text","","","",""
"src-en/data/events_freemantis.xml:252","data/events_freemantis.xml$/FTL/eventList[@name=""FREEMANTIS_EXECUTIONER_OFFICER_REWARD_REBEL""]/event[3]/choice[2]/text","Just shoot the bastard.","data/events_freemantis.xml$/FTL/eventList[@name=""FREEMANTIS_EXECUTIONER_OFFICER_REWARD_REBEL""]/event[3]/choice[2]/text","","","",""
"src-en/data/events_freemantis.xml:254","data/events_freemantis.xml$/FTL/eventList[@name=""FREEMANTIS_EXECUTIONER_OFFICER_REWARD_REBEL""]/event[3]/choice[2]/event/text","You draw your laser and shoot the helpless captain. His lifeless body hits the floor, and you drag him to the airlock and send him flying out into the abyss. All of that for nothing then.","data/events_freemantis.xml$/FTL/eventList[@name=""FREEMANTIS_EXECUTIONER_OFFICER_REWARD_REBEL""]/event[3]/choice[2]/event/text","","","",""
"src-en/data/events_freemantis.xml:279","data/events_freemantis.xml$/FTL/event[@name=""ENCOUNTER_FREEMANTIS_CONFUSED""]/text","You are hailed by a Free Mantis ship, whose captain immediately begins to slander you. ""Rebel scum! You will rue the day you messed my clan! I will remove head, and bring it as gift to my Federation friends!"" He roars and ends the transmission. You aren't sure how they confused you as a Rebel ship, but looks like there's no talking your way out of this one.","data/events_freemantis.xml$/FTL/event[@name=""ENCOUNTER_FREEMANTIS_CONFUSED""]/text","","","",""
"src-en/data/events_freemantis.xml:282","data/events_freemantis.xml$/FTL/event[@name=""ENCOUNTER_FREEMANTIS_CONFUSED""]/choice/text","Continue...","data/events_freemantis.xml$/FTL/event[@name=""ENCOUNTER_FREEMANTIS_CONFUSED""]/choice/text","","","",""
"src-en/data/events_freemantis.xml:291","data/events_freemantis.xml$/FTL/event[@name=""ENCOUNTER_ZOLTAN_FREEMANTIS""]/choice/text","Continue...","data/events_freemantis.xml$/FTL/event[@name=""ENCOUNTER_ZOLTAN_FREEMANTIS""]/choice/text","","","",""
"src-en/data/events_freemantis.xml:296","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_ZOLTAN_FREEMANTIS""]/text[1]","The Zoltans have recently begun a much more concentrated attack on Free Mantis territory, and unfortunately sometimes ships get caught in the crossfire. This time, it appears you're one of them!","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_ZOLTAN_FREEMANTIS""]/text[1]","","","",""
"src-en/data/events_freemantis.xml:297","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_ZOLTAN_FREEMANTIS""]/text[2]","It's not usual for Zoltan ships to go out of their way to attack Federation ships they should be allied with, but an irate Zoltan captain nearby seems to think you're a threat and attacks!","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_ZOLTAN_FREEMANTIS""]/text[2]","","","",""
"src-en/data/events_freemantis.xml:298","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_ZOLTAN_FREEMANTIS""]/text[3]","""The Federation knows the Free Mantis have been a constant issue for the Ministry, and yet you chose to do nothing about it! I might not have direct orders, but no one will mind if you go missing after this conflict!""","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_ZOLTAN_FREEMANTIS""]/text[3]","","","",""
"src-en/data/events_freemantis.xml:299","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_ZOLTAN_FREEMANTIS""]/text[4]","The Zoltans seem to blame the Federation to some extent for the Free Mantis that have been ""stealing"" their territory. The ship at this beacon seems to have taken that to the next degree, because now they're attacking!","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_ZOLTAN_FREEMANTIS""]/text[4]","","","",""
"src-en/data/events_freemantis.xml:303","data/events_freemantis.xml$/FTL/event[@name=""ENCOUNTER_ZOLTAN_FREEMANTIS_RESCUE""]/text","Ever since the Free Mantis stepped foot in Ministry territory, the two factions have been going at it for years. It looks like a Zoltan vessel is assaulting a Free Mantis outpost - but as soon as they see you they think you've come to assist the Mantis and attack!","data/events_freemantis.xml$/FTL/event[@name=""ENCOUNTER_ZOLTAN_FREEMANTIS_RESCUE""]/text","","","",""
"src-en/data/events_freemantis.xml:306","data/events_freemantis.xml$/FTL/event[@name=""ENCOUNTER_ZOLTAN_FREEMANTIS_RESCUE""]/choice/text","Continue...","data/events_freemantis.xml$/FTL/event[@name=""ENCOUNTER_ZOLTAN_FREEMANTIS_RESCUE""]/choice/text","","","",""
"src-en/data/events_freemantis.xml:315","data/events_freemantis.xml$/FTL/event[@name=""ENCOUNTER_REBEL_FREEMANTIS""]/choice/text","Continue...","data/events_freemantis.xml$/FTL/event[@name=""ENCOUNTER_REBEL_FREEMANTIS""]/choice/text","","","",""
"src-en/data/events_freemantis.xml:320","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_REBEL_FREEMANTIS""]/text[1]","Amongst the many wrecks of what was once a Free Mantis clan are three Rebel ships, their guns blazing. One of them spots you and attacks!","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_REBEL_FREEMANTIS""]/text[1]","","","",""
"src-en/data/events_freemantis.xml:321","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_REBEL_FREEMANTIS""]/text[2]","You receive a hail not long after jumping. ""At last! I thought our detour into this forsaken sector would be the death of us, but now that you're here, things are starting to look up!""","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_REBEL_FREEMANTIS""]/text[2]","","","",""
"src-en/data/events_freemantis.xml:322","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_REBEL_FREEMANTIS""]/text[3]","Blaster fire batters your defences, and a Rebel ship moves in to attack!","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_REBEL_FREEMANTIS""]/text[3]","","","",""
"src-en/data/events_freemantis.xml:323","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_REBEL_FREEMANTIS""]/text[4]","The captain of the Rebel ship approaching you hails, ""Do you know what trouble you've caused, creating these murderous psychopaths? Worse than the Hive Mantis, I can tell you that. Consider your deaths my revenge for the crew I've lost to your fanatics.""","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_REBEL_FREEMANTIS""]/text[4]","","","",""
"src-en/data/events_freemantis.xml:324","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_REBEL_FREEMANTIS""]/text[5]","The Free Mantis have actively been searching out and killing Rebels in their territory, but the one here appears to have escaped from their grasp. They're quite eager to engage you!","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_REBEL_FREEMANTIS""]/text[5]","","","",""
"src-en/data/events_freemantis.xml:331","data/events_freemantis.xml$/FTL/event[@name=""ENCOUNTER_MANTIS_FREEMANTIS""]/choice/text","Continue...","data/events_freemantis.xml$/FTL/event[@name=""ENCOUNTER_MANTIS_FREEMANTIS""]/choice/text","","","",""
"src-en/data/events_freemantis.xml:336","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_MANTIS_FREEMANTIS""]/text[1]","Two Mantis ships, one belonging to the Hive and the other to the Free Mantis duel nearby, and the Hive Mantis emerges victorious. Driven by bloodlust, they target you next.","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_MANTIS_FREEMANTIS""]/text[1]","","","",""
"src-en/data/events_freemantis.xml:337","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_MANTIS_FREEMANTIS""]/text[2]","The Mantis Hive does not appreciate the Free Mantis attempts at separating themselves, and rogue Mantis hunters often go out to hunt them down. The one at this beacon seems to be willing to settle with you as their target.","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_MANTIS_FREEMANTIS""]/text[2]","","","",""
"src-en/data/events_freemantis.xml:338","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_MANTIS_FREEMANTIS""]/text[3]","The views of the Mantis Hive and Free Mantis are polar opposites, and so are their opinions of the Federation. The Hive Mantis here are eager to take you down.","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_MANTIS_FREEMANTIS""]/text[3]","","","",""
"src-en/data/events_freemantis.xml:339","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_MANTIS_FREEMANTIS""]/text[4]","This beacon is abandoned by the Free Mantis, and for good reason. A Mantis hunter, waiting for its next prey, catches you and moves in to attack.","data/events_freemantis.xml$/FTL/textList[@name=""TEXT_ENCOUNTER_MANTIS_FREEMANTIS""]/text[4]","","","",""
