"location","source","target","ID","fuzzy","context","translator_comments","developer_comments"
"src-en/data/sector_data.xml.append:549","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[9]","Excavation Regions","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[9]","","","",""
"src-en/data/sector_data.xml.append:550","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[10]","Excavation Precinct","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[10]","","","",""
"src-en/data/sector_data.xml.append:552","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[11]","Quarry Colonies","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[11]","","","",""
"src-en/data/sector_data.xml.append:553","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[12]","Quarry Domain","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[12]","","","",""
"src-en/data/sector_data.xml.append:554","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[13]","Quarry District","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[13]","","","",""
"src-en/data/sector_data.xml.append:555","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[14]","Quarry Regions","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[14]","","","",""
"src-en/data/sector_data.xml.append:556","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[15]","Quarry Settlements","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[15]","","","",""
"src-en/data/sector_data.xml.append:558","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[16]","Prospector Colonies","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[16]","","","",""
"src-en/data/sector_data.xml.append:559","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[17]","Prospector Space","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[17]","","","",""
"src-en/data/sector_data.xml.append:560","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[18]","Prospector Settlements","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[18]","","","",""
"src-en/data/sector_data.xml.append:561","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[19]","Prospector Frontier","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[19]","","","",""
"src-en/data/sector_data.xml.append:562","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[20]","Prospector Domain","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[20]","","","",""
"src-en/data/sector_data.xml.append:563","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[21]","Prospector Dominion","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[21]","","","",""
"src-en/data/sector_data.xml.append:564","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[22]","Prospector Outreaches","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ASTEROID_GENERIC""]/nameList/name[22]","","","",""
"src-en/data/sector_data.xml.append:658","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[1]","Union Sector","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[1]","","","",""
"src-en/data/sector_data.xml.append:659","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[2]","Union Colonies","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[2]","","","",""
"src-en/data/sector_data.xml.append:660","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[3]","Union Space","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[3]","","","",""
"src-en/data/sector_data.xml.append:661","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[4]","Union Settlements","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[4]","","","",""
"src-en/data/sector_data.xml.append:662","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[5]","Union Frontier","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[5]","","","",""
"src-en/data/sector_data.xml.append:663","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[6]","Union Domain","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[6]","","","",""
"src-en/data/sector_data.xml.append:664","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[7]","Union Rimworlds","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[7]","","","",""
"src-en/data/sector_data.xml.append:665","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[8]","Union Regions","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[8]","","","",""
"src-en/data/sector_data.xml.append:666","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[9]","Union Precinct","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[9]","","","",""
"src-en/data/sector_data.xml.append:667","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[10]","Union District","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[10]","","","",""
"src-en/data/sector_data.xml.append:668","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[11]","Union Parts","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[11]","","","",""
"src-en/data/sector_data.xml.append:669","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[12]","Union Turf","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[12]","","","",""
"src-en/data/sector_data.xml.append:670","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[13]","Union Quarter","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[13]","","","",""
"src-en/data/sector_data.xml.append:671","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[14]","Union Outreaches","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN""]/nameList/name[14]","","","",""
"src-en/data/sector_data.xml.append:745","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN_UNIQUE""]/nameList/name","Union Coreworlds [!]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_CIVILIAN_UNIQUE""]/nameList/name","","","",""
"src-en/data/sector_data.xml.append:827","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_MILITIA""]/nameList/name","Militia Encampment [!]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_MILITIA""]/nameList/name","","","",""
"src-en/data/sector_data.xml.append:907","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[1]","Federation Sector [!]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[1]","","","",""
"src-en/data/sector_data.xml.append:908","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[2]","Federation Colonies [!]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[2]","","","",""
"src-en/data/sector_data.xml.append:909","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[3]","Federation Space [!]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[3]","","","",""
"src-en/data/sector_data.xml.append:910","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[4]","Federation Settlements [!]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[4]","","","",""
"src-en/data/sector_data.xml.append:911","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[5]","Federation Frontier [!]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[5]","","","",""
"src-en/data/sector_data.xml.append:912","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[6]","Federation Territory [!]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[6]","","","",""
"src-en/data/sector_data.xml.append:913","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[7]","Federation Domain [!]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[7]","","","",""
"src-en/data/sector_data.xml.append:914","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[8]","Federation Rimworlds [!]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[8]","","","",""
"src-en/data/sector_data.xml.append:915","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[9]","Federation Regions [!]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[9]","","","",""
"src-en/data/sector_data.xml.append:916","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[10]","Federation Precinct [!]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[10]","","","",""
"src-en/data/sector_data.xml.append:917","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[11]","Federation District [!]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[11]","","","",""
"src-en/data/sector_data.xml.append:918","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[12]","Federation Turf [!]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[12]","","","",""
"src-en/data/sector_data.xml.append:919","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[13]","Federation Quarter [!]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[13]","","","",""
"src-en/data/sector_data.xml.append:920","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[14]","Federation Outreaches [!]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_FEDERATION""]/nameList/name[14]","","","",""
"src-en/data/sector_data.xml.append:1004","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[1]","S-2 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[1]","","","",""
"src-en/data/sector_data.xml.append:1005","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[2]","S-3 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[2]","","","",""
"src-en/data/sector_data.xml.append:1006","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[3]","S-4 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[3]","","","",""
"src-en/data/sector_data.xml.append:1007","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[4]","S-5 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[4]","","","",""
"src-en/data/sector_data.xml.append:1008","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[5]","S-6 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[5]","","","",""
"src-en/data/sector_data.xml.append:1009","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[6]","S-7 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[6]","","","",""
"src-en/data/sector_data.xml.append:1010","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[7]","S-8 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[7]","","","",""
"src-en/data/sector_data.xml.append:1011","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[8]","S-9 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[8]","","","",""
"src-en/data/sector_data.xml.append:1012","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[9]","S-10 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[9]","","","",""
"src-en/data/sector_data.xml.append:1013","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[10]","S-11 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[10]","","","",""
"src-en/data/sector_data.xml.append:1014","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[11]","S-12 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[11]","","","",""
"src-en/data/sector_data.xml.append:1015","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[12]","S-13 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[12]","","","",""
"src-en/data/sector_data.xml.append:1016","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[13]","S-14 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[13]","","","",""
"src-en/data/sector_data.xml.append:1017","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[14]","S-15 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[14]","","","",""
"src-en/data/sector_data.xml.append:1018","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[15]","S-16 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[15]","","","",""
"src-en/data/sector_data.xml.append:1019","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[16]","S-17 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[16]","","","",""
"src-en/data/sector_data.xml.append:1020","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[17]","S-18 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[17]","","","",""
"src-en/data/sector_data.xml.append:1021","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[18]","S-19 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[18]","","","",""
"src-en/data/sector_data.xml.append:1022","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[19]","S-20 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[19]","","","",""
"src-en/data/sector_data.xml.append:1023","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[20]","S-21 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[20]","","","",""
"src-en/data/sector_data.xml.append:1024","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[21]","S-22 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[21]","","","",""
"src-en/data/sector_data.xml.append:1025","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[22]","S-23 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[22]","","","",""
"src-en/data/sector_data.xml.append:1026","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[23]","S-24 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[23]","","","",""
"src-en/data/sector_data.xml.append:1027","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[24]","S-25 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[24]","","","",""
"src-en/data/sector_data.xml.append:1028","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[25]","S-26 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[25]","","","",""
"src-en/data/sector_data.xml.append:1029","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[26]","S-27 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[26]","","","",""
"src-en/data/sector_data.xml.append:1030","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[27]","S-28 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[27]","","","",""
"src-en/data/sector_data.xml.append:1031","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[28]","S-29 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[28]","","","",""
"src-en/data/sector_data.xml.append:1032","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[29]","S-30 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[29]","","","",""
"src-en/data/sector_data.xml.append:1033","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[30]","S-31 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[30]","","","",""
"src-en/data/sector_data.xml.append:1034","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[31]","S-32 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[31]","","","",""
"src-en/data/sector_data.xml.append:1035","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[32]","S-33 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[32]","","","",""
"src-en/data/sector_data.xml.append:1036","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[33]","S-34 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[33]","","","",""
"src-en/data/sector_data.xml.append:1037","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[34]","S-35 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[34]","","","",""
"src-en/data/sector_data.xml.append:1038","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[35]","S-36 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[35]","","","",""
"src-en/data/sector_data.xml.append:1039","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[36]","S-37 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[36]","","","",""
"src-en/data/sector_data.xml.append:1040","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[37]","S-38 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[37]","","","",""
"src-en/data/sector_data.xml.append:1041","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[38]","S-39 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[38]","","","",""
"src-en/data/sector_data.xml.append:1042","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[39]","S-40 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[39]","","","",""
"src-en/data/sector_data.xml.append:1043","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[40]","S-41 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[40]","","","",""
"src-en/data/sector_data.xml.append:1044","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[41]","S-42 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[41]","","","",""
"src-en/data/sector_data.xml.append:1045","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[42]","S-43 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[42]","","","",""
"src-en/data/sector_data.xml.append:1046","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[43]","S-44 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[43]","","","",""
"src-en/data/sector_data.xml.append:1047","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[44]","S-45 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[44]","","","",""
"src-en/data/sector_data.xml.append:1048","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[45]","S-46 [Harmony Sector]","data/sector_data.xml.append$/FTL/sectorDescription[@name=""SECTOR_ENGI""]/nameList/name[45]","","","",""
