"location","source","target","ID","fuzzy","context","translator_comments","developer_comments"
"src-en/data/events_nexus.xml:57","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL""]/choice[1]/event/choice[1]/event/choice[1]/event/choice[2]/text","Abide his warning and leave.","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL""]/choice[1]/event/choice[1]/event/choice[1]/event/choice[2]/text","","","",""
"src-en/data/events_nexus.xml:59","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL""]/choice[1]/event/choice[1]/event/choice[1]/event/choice[2]/event/text","""Sssmart choiccce ssstranger. There'sss more important thingsss to be doing anywaysss...""","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL""]/choice[1]/event/choice[1]/event/choice[1]/event/choice[2]/event/text","","","",""
"src-en/data/events_nexus.xml:65","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL""]/choice[1]/event/choice[1]/event/choice[2]/text","Abide his warning and leave.","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL""]/choice[1]/event/choice[1]/event/choice[2]/text","","","",""
"src-en/data/events_nexus.xml:67","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL""]/choice[1]/event/choice[1]/event/choice[2]/event/text","""Sssmart choiccce ssstranger. There'sss more important thingsss to be doing anywaysss...""","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL""]/choice[1]/event/choice[1]/event/choice[2]/event/text","","","",""
"src-en/data/events_nexus.xml:73","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL""]/choice[1]/event/choice[2]/text","Continue...","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL""]/choice[1]/event/choice[2]/text","","","",""
"src-en/data/events_nexus.xml:81","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL""]/choice[2]/text","Guess there was no point to coming here.","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL""]/choice[2]/text","","","",""
"src-en/data/events_nexus.xml:83","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL""]/choice[2]/event/text","As disappointing as it is, you can't discern any reason for having come here. Guess this was just a waste of time. Or maybe there was something more that you just couldn't find...","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL""]/choice[2]/event/text","","","",""
"src-en/data/events_nexus.xml:85","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL""]/choice[2]/event/choice[1]/text","Do something onboard the ship.","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL""]/choice[2]/event/choice[1]/text","","","",""
"src-en/data/events_nexus.xml:89","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL""]/choice[2]/event/choice[2]/text","Do nothing.","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL""]/choice[2]/event/choice[2]/text","","","",""
"src-en/data/events_nexus.xml:96","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_SPARE""]/text","It seems you're on your last legs. You won't survive much longer, but Sylvan stops firing for a moment and hails you. ""I don't wisssh to kill you ssstranger. Leave, and we can forget about thissss...""","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_SPARE""]/text","","","",""
"src-en/data/events_nexus.xml:99","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_SPARE""]/choice[1]/text","Surrender.","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_SPARE""]/choice[1]/text","","","",""
"src-en/data/events_nexus.xml:101","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_SPARE""]/choice[1]/event/text","Sylvan powers down his weapons for good and takes one last look at you, guilt all over his face, and slips away into the distance.","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_SPARE""]/choice[1]/event/text","","","",""
"src-en/data/events_nexus.xml:107","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_SPARE""]/choice[2]/text","We aren't giving up.","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_SPARE""]/choice[2]/text","","","",""
"src-en/data/events_nexus.xml:109","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_SPARE""]/choice[2]/event/text","""Ssstubborn to the end, ssstranger. I sssee how it isss...""","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_SPARE""]/choice[2]/event/text","","","",""
"src-en/data/events_nexus.xml:114","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_SURRENDER""]/text","It seems Sylvan is on the brink of destruction. You aren't sure if you really want to kill him.","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_SURRENDER""]/text","","","",""
"src-en/data/events_nexus.xml:117","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_SURRENDER""]/choice[1]/text","Demand Sylvan stands down.","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_SURRENDER""]/choice[1]/text","","","",""
"src-en/data/events_nexus.xml:119","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_SURRENDER""]/choice[1]/event/text","""It... it ssseemssss I have failed ssstranger. I could not sssave you from yourssself. Oh well... I guessss you have earned what issss on the other end of that rift. But I hope you underssstand ssstranger that... well... you probably won't make it out the other ssside. There are rulesss, ssstranger. They won't like you breaking them."" With that ominous note, Sylvan simply jumps away. You notice a lot of debris left from the fight and collect what you can.","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_SURRENDER""]/choice[1]/event/text","","","",""
"src-en/data/events_nexus.xml:134","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_SURRENDER""]/choice[2]/text","Keep on fighting.","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_SURRENDER""]/choice[2]/text","","","",""
"src-en/data/events_nexus.xml:145","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_CREWKILL_NEXUSPORTAL""]/text","It seems as though this is the end of Sylvan, but suddenly a teleporter signal registers - you've been boarded, again? Sylvan reappears on your deck. ""Sssstranger, it'ssss not sssso eassssy to get rid of me!""","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_CREWKILL_NEXUSPORTAL""]/text","","","",""
"src-en/data/events_nexus.xml:148","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_CREWKILL_NEXUSPORTAL""]/choice/text","Continue...","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_CREWKILL_NEXUSPORTAL""]/choice/text","","","",""
"src-en/data/events_nexus.xml:150","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_CREWKILL_NEXUSPORTAL""]/choice/event/text","As if that wasn't enough, even more Slugs beam aboard! Where are these guys coming from?","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_CREWKILL_NEXUSPORTAL""]/choice/event/text","","","",""
"src-en/data/events_nexus.xml:157","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_NEXUSPORTAL""]/text","Sylvan falls to his knees, bleeding profusely from a gash across his face. He manages to gasp out a few final words, ""Ssstranger... I hope... thissss wasss worth it..."", then falls over. The Traveling Merchant is no more.","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_NEXUSPORTAL""]/text","","","",""
"src-en/data/events_nexus.xml:161","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_NEXUSPORTAL""]/choice/text","Continue...","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_NEXUSPORTAL""]/choice/text","","","",""
"src-en/data/events_nexus.xml:166","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/text","Though a strong layer of Slug sealant keeps the ship together as it begins to break, eventually it gives away under the stress and the ship explodes, scattering cargo containers across the system.","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/text","","","",""
"src-en/data/events_nexus.xml:170","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/text","Collect the cargo.","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/text","","","",""
"src-en/data/events_nexus.xml:172","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/text","You scoop up the first cargo box, and empty out all of the scrap inside.","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/text","","","",""
"src-en/data/events_nexus.xml:175","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/text","Continue...","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/text","","","",""
"src-en/data/events_nexus.xml:177","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/text","You open another cargo box, finding even more scrap.","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/text","","","",""
"src-en/data/events_nexus.xml:180","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/text","Continue...","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/text","","","",""
"src-en/data/events_nexus.xml:182","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/text","You open another cargo box, finding a weapon and more supplies!","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/text","","","",""
"src-en/data/events_nexus.xml:185","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/text","Continue...","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/text","","","",""
"src-en/data/events_nexus.xml:187","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/text","You open another cargo box, finding a drone among the supplies!","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/text","","","",""
"src-en/data/events_nexus.xml:190","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/text","Continue...","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/text","","","",""
"src-en/data/events_nexus.xml:192","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/text","You open another cargo box, finding a ton of fuel and scrap inside.","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/text","","","",""
"src-en/data/events_nexus.xml:195","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/text","Continue...","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/text","","","",""
"src-en/data/events_nexus.xml:197","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/text","You open another cargo box, finding a ton of missiles and scrap inside.","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/text","","","",""
"src-en/data/events_nexus.xml:200","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/text","Continue...","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/text","","","",""
"src-en/data/events_nexus.xml:202","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/text","You open another cargo box, finding a ton of drone parts and scrap inside.","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/text","","","",""
"src-en/data/events_nexus.xml:205","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/text","Continue...","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/text","","","",""
"src-en/data/events_nexus.xml:207","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/text","You open another cargo box, finding a brand new augment and some supplies inside!","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/text","","","",""
"src-en/data/events_nexus.xml:210","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/text","Continue...","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/text","","","",""
"src-en/data/events_nexus.xml:212","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/text","You open another cargo box, finding even more supplies!","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/text","","","",""
"src-en/data/events_nexus.xml:215","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/text","Continue...","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/text","","","",""
"src-en/data/events_nexus.xml:217","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/text","You open another cargo box, finding a ton of missiles!","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/text","","","",""
"src-en/data/events_nexus.xml:220","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/text","Continue...","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/text","","","",""
"src-en/data/events_nexus.xml:222","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/text","You open another cargo box, finding a ton of drone parts!","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/text","","","",""
"src-en/data/events_nexus.xml:225","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/text","Continue...","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/text","","","",""
"src-en/data/events_nexus.xml:227","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/text","You open another cargo box, finding even more scrap.","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/text","","","",""
"src-en/data/events_nexus.xml:230","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/text","Continue...","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/text","","","",""
"src-en/data/events_nexus.xml:232","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/text","You open the final box and, to no surprise, you find even more scrap!","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_2_NEXUS""]/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/choice/event/text","","","",""
"src-en/data/events_nexus.xml:264","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_ENTER""]/text","There's only one choice left to be made here. Seems this rift is some kind of gateway, but do you really want to see whats on the other side?","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_ENTER""]/text","","","",""
"src-en/data/events_nexus.xml:266","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_ENTER""]/choice[1]/text","Enter.","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_ENTER""]/choice[1]/text","","","",""
"src-en/data/events_nexus.xml:268","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_ENTER""]/choice[1]/event/text","As you begin to approach the rift the space around you becomes progressively more warped, and soon not even your engines are able control your ship as you're sucked at absurd speeds into the heart of the gateway...","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_ENTER""]/choice[1]/event/text","","","",""
"src-en/data/events_nexus.xml:274","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_ENTER""]/choice[2]/text","Leave the rift behind.","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_ENTER""]/choice[2]/text","","","",""
"src-en/data/events_nexus.xml:276","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_ENTER""]/choice[2]/event/text","It's a tough call, but your primary mission is too important to risk exploring ancient space anomalies.","data/events_nexus.xml$/FTL/event[@name=""NEXUS_PORTAL_ENTER""]/choice[2]/event/text","","","",""
"src-en/data/events_nexus.xml:301","data/events_nexus.xml$/FTL/textList/text[1]","""Sssstranger! Life issss sssuffering asss alwayssss, but sssscrap makessss it better! Wanna trade?""","data/events_nexus.xml$/FTL/textList/text[1]","","","",""
"src-en/data/events_nexus.xml:302","data/events_nexus.xml$/FTL/textList/text[2]","An unusually colored Slug transport is nearby. Just yet another funky Sylvan, though they seem open to trading.","data/events_nexus.xml$/FTL/textList/text[2]","","","",""
"src-en/data/events_nexus.xml:303","data/events_nexus.xml$/FTL/textList/text[3]","""I've never sssseen you before Ssstranger! Are you... sssuppossssed to be here? Eh, assss they sssay ssstranger, busssinessss isss busssinessss!""","data/events_nexus.xml$/FTL/textList/text[3]","","","",""
"src-en/data/events_nexus.xml:304","data/events_nexus.xml$/FTL/textList/text[4]","""Sssso good to ssssee you, ssstranger! Hey, come and sssstop by U943 ssssome time, eh? Now, how about a trade!""","data/events_nexus.xml$/FTL/textList/text[4]","","","",""
"src-en/data/events_nexus.xml:305","data/events_nexus.xml$/FTL/textList/text[5]","""Ohohohoh, I've heard the newssss about you, sssstranger! I'd be honored to trade with yah mate!""","data/events_nexus.xml$/FTL/textList/text[5]","","","",""
"src-en/data/events_nexus.xml:308","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_NEXUS""]/text","Sylvan falls to his knees, bleeding profusely from a gash across his face. He manages to gasp out a few final words, ""Ssstranger... I hope... thissss wasss worth it..."", then falls over. Another Traveling Merchant is no more.","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_NEXUS""]/text","","","",""
"src-en/data/events_nexus.xml:316","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_NEXUS""]/choice/text","Continue...","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_DESTRUCTION_NEXUS""]/choice/text","","","",""
"src-en/data/events_nexus.xml:324","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_NEXUS""]/beaconType/unvisitedTooltip","This is the location of a Sylvan open to trading.","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_NEXUS""]/beaconType/unvisitedTooltip","","","",""
"src-en/data/events_nexus.xml:325","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_NEXUS""]/beaconType/visitedTooltip","Explored location. Nothing left of interest.","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_NEXUS""]/beaconType/visitedTooltip","","","",""
"src-en/data/events_nexus.xml:326","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_NEXUS""]/beaconType/undiscoveredTooltip","An unvisited location.","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_NEXUS""]/beaconType/undiscoveredTooltip","","","",""
"src-en/data/events_nexus.xml:328","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_NEXUS""]/text","","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_NEXUS""]/text","","","",""
"src-en/data/events_nexus.xml:331","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_NEXUS""]/choice[1]/text","(Sylvan) Use Sylvan to hail Sylvan.","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_NEXUS""]/choice[1]/text","","","",""
"src-en/data/events_nexus.xml:333","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_NEXUS""]/choice[1]/event/text","""I ssssee you are not the ssstranger but rather me, me. I'm afraid no dissscountsss though. There's an infinite me'sss and I can't go giving all of them free ssscrap!""","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_NEXUS""]/choice[1]/event/text","","","",""
"src-en/data/events_nexus.xml:335","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_NEXUS""]/choice[1]/event/choice/text","Continue...","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_NEXUS""]/choice[1]/event/choice/text","","","",""
"src-en/data/events_nexus.xml:343","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_NEXUS""]/choice[2]/text","See what he's offering.","data/events_nexus.xml$/FTL/event[@name=""SYLVAN_NEXUS""]/choice[2]/text","","","",""
